row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time
16,16,256,0,0,0.010000,0,0,0
16,16,256,74,81,0.020000,131072,131328,1443656
16,16,256,119,114,0.030000,131072,131328,1443102
16,16,256,141,160,0.040000,131072,131328,1442640
16,16,256,209,208,0.050000,131072,131328,1443226
16,16,256,253,243,0.060000,131072,131328,1444761
16,16,256,303,287,0.070000,131072,131328,1443425
16,16,256,290,298,0.080000,131072,131328,1443131
16,16,256,360,379,0.090000,131072,131328,1443190
16,16,256,404,415,0.100000,131072,131328,1443627
16,16,256,465,443,0.110000,131072,131328,1442783
16,16,256,829,847,0.210000,131072,131328,1442918
16,16,256,1250,1294,0.310000,131072,131328,1528249
16,16,256,1682,1757,0.410000,131072,131328,1443372
16,16,256,2091,2088,0.510000,131072,131328,1443983
16,16,256,2479,2484,0.610000,131072,131328,1443257
16,16,256,2955,2904,0.710000,131072,131328,1443427
16,16,256,3332,3326,0.810000,131072,131328,1443331
16,16,256,3732,3720,0.910000,131072,131328,1442559
16,16,256,4096,4096,1.010000,131072,131328,1442836
